Title	Complement	POS_1	Definition_1	POS_2	Definition_2	POS_3	Definition_3	POS_4	Definition_4	POS_5	Definition_5	POS_6	Definition_6
Տիգեալ		adj.	growing, new (beard).										
Տիգեմ	եցի	va.	to lance, to strike with a lance.										
Տիգք	գաց	s.	fore-arms, arms.										
Տիեզերաբանական	ի, աց	adj.	cosmological.										
Տիեզերաբանութիւն	ութեան	s.	cosmology.										
Տիեզերագիտական			cf. Տիեզերաբանական.										
Տիեզերագիր	գրի	s.	cosmographer.										
Տիեզերագոչ		adj.	resounding throughout the universe.										
Տիեզերագրական	ի, աց	adj.	cosmographical.										
Տիեզերագրաւ		adj.	occupying all the world.										
Տիեզերագրութիւն	ութեան	s.	cosmography.										
Տիեզերադատ		adj.	of the last judgment.										
Տիեզերադաւ		adj.	deceiving all the world.										
Տիեզերալուր		adj.	heard throughout the universe.										
Տիեզերախօս		adj.	spoken or published through all the world.										
Տիեզերածաւալ		adj.	spread over the world, everywhere.										
Տիեզերածնութիւն	ութեան	s.	cosmogony.										
Տիեզերակալ	աց	s.	master, conqueror of the universe.										
Տիեզերակալեմ	եցի	vn.	to become lord of the whole universe, to conquer, subject or subjugate the world.										
Տիեզերակալութիւն	ութեան	s.	universal dominion, rule over the whole world.										
Տիեզերական	ի, աց	adj.	cosmical, universal, general, oecumenical.										
Տիեզերականութիւն	ութեան	s.	oecumenicity.										
Տիեզերակեցոյց		adj.	saving the world, all-saving.										
Տիեզերակոյտ		adj.	assembled with all the world.										
Տիեզերահռչակ		adj.	known all the world over, known to the whole world.										
Տիեզերահրաշ		adj.	universally wondered at, marvelled at by all the world, by every one.										
Տիեզերապատ		adj.	surrounding the universe.										
Տիեզերապետ			cf. Տիեզերակալ.										
Տիեզերասաստ		adj.	making every one, or all the world tremble.										
Տիեզերասոյզ		adj.	overflowing, submerging or drowning all the world.										
Տիեզերատարած		adj.	spread through the whole world.										
Տիեզերատօնակ		adj.	celebrated or feasted by all the world.										
Տիեզերաքարոզ		adj.	preached, published to all the world.										
Տիեզերք	րաց	s.	the universe, the whole world, the earth, macrocosm; ընդ —րս, ընդ ամենայն or բնաւ —ս, ընդ ոլորտս —րաց, throughout the world, every where; առնել —րս անապատ, to reduce the earth to a waste.										
Տիզ	տզի, տզոյ, տզոց	s.	tick, acarus; Mexico-seed, castor-oil, ricinine oil.										
*Տիլ	տլոյ		cf. Տիղմ.										
Տիկ	տկաց	s.	leather bottle, goat's skin; — գինւոյ, a skin of wine; — հովուաց, bagpipe.										
Տիկին	կնոջ, կնանց, կնայց	s.	mistress, Mrs, dame, lady; princess, queen, empress; վիկտորիա տիկնանց —, Queen Victoria; — մանկամարդ, young lady, miss, damsel;	fig.	— երկնից, queen of heaven, moon; — վանաց, superioress, abbess.								
Տիկնակիւ		s.	gum-mastic (of Chios).										
Տիկնանման		adj.	lady-like.										
Տիկնութիւն	ութեան	s.	ladyship; Highness, Majesty.										
Տիկնունի	նւոյ	adj.	womanish; womanly; — ապարանք, gynecaeum, women's apartment, cf. Խորոպճին; — գունդ, party, group or bevy of ladies.										
Տիկտեսակ		adj.	skin-like; — գործել, to inflate or blow out as a goat's skin.										
Տիղմ	տղմոյ	s.	mire, mud, slime, dirt, filth, soil, slough, muck; cf. Թաթաւիմ, cf. Թաւալիմ; ի քարշ ածել ընդ —, to drag in the mud;	fig.	to cover with shame; մաքրել զ—, to rub of the dirt, to perfrigate, to clean, to brush off.								
Տիպ	տպոյ, տպի, տպաց	s.	type, model, example, pattern; manner; figure, image, form; expression; style; impression, stamp, print, mark; edition; —ք կերպարանաց, feature, lineament, character; —ք մեռելոց, phantom, ghost, shadow; — կերպարանաց բանից, style; այսու տպով, in this manner or way; ի —, similar, like, conform, in the form of; վաթսներորդ —, sixtieth edition; բերել զ— ուրուք, իրիք, to be like, to resemble, to have likeness to;	anat.	hymen, the virginal membrane.								
Տիպար	աց	s.	type, model, example, pattern, sampler.										
Տիտ		s.	breast, bosom.										
Տիտաղ		s. chem.	diastasis.										
Տիտաղաչափ	ի	s.	diastasimeter, distance-meter.										
Տիտան	այ, ի		cf. Տիտանիք;	s.	Titan;	chem.	titanium.						
Տիտանիք	նեաց	s.	nurse.										
Տիտանական	եան	adj.	gigantic, titanic.										
Տիտանեմ		vn.	cf. Տիտանիմ.										
Տիտանիմ		vn.	to be gigantic.										
Տիտեռն	ռան	s.	crocodile.										
Տիտղոս	աց	s.	title.										
Տիր			cf. Տի; — օ՛ն անդր, — օ՛ն ի բաց տար, oh ! shocking ! fye ! fye upon you ! God forbid !.										
Տիրաբանեմ	եցի	vn. va.	to speak imperiously, lordly; seriously, sensibly.										
Տիրաբար		adv.	cf. Տիրապէս.										
Տիրաբնակ		adj.	where God lives or dwells.										
Տիրագէտ		adj.	knowing the Lord.										
Տիրագիծ			cf. Տիրագիր.										
Տիրագիր		adj.	written or traced by God.										
Տիրագլուխ		adj.	independent, free;	adv.	as a master, independently, assolutely, freely.								
Տիրագոյն			cf. Բուն.										
Տիրագունդ		adj.	levied, assembled by the nobles.										
Տիրադաւ			cf. Տիրադրուժ.										
Տիրադրուժ		adj.	betraying one's master, faithless, traitorous, treacherous, false.										
Տիրազօր		adj.	strengthened by God.										
Տիրածին			cf. Աստուածածին.										
Տիրական	ի, աց	adj.	dominical; divine; feudal; lordly, predominant, prevailing, despotic, absolute, sovereign, supreme; own, proper; — պատկեր, God's image or likeness; — իշխանութիւն, absolute power.										
Տիրակին		s.	mistress, matron.										
Տիրակիր		adj.	carrying, bearing or containing the Lord.										
Տիրակից	կցի	adj.	co-equal in dignity.										
Տիրակոյտ		adj.	formed of nobles.										
Տիրահաւաք		adj.	gathered together in the Lord's name.										
Տիրահրաւէր		adj.	called or invited by the Lord.										
Տիրաձիր		adj.	given or granted by God.										
Տիրաճան		adj.	knowing one's master or lord.										
Տիրամայր	մօր	s.	Mother of God, the Holy Virgin, mother of our Lord;	fig.	a priest's mother.								
Տիրամատնիչ			cf. Տիրադաւ.										
Տիրամարտ		adj.	waging war against the Lord, against Heaven.										
Տիրամարտութիւն	ութեան	s.	fight, war against God.										
Տիրամեծար		adj.	honoured by the Lord.										
Տիրանամ	ացայ	vn.	to make oneself master of, to become master, to rule, to dominate, to govern, to have dominion over, to sway; to pass under the dominion.										
Տիրանարգ		adj.	despising one's master.										
Տիրանենգ		adj.	plotting against one's master.										
Տիրանման		adv.	like our Lord.										
Տիրանուէր		adj.	dedicated or consecrated to God.										
Տիրանուն		s.	pronoun.										
Տիրաշօշափ		adj.	feeling God.										
Տիրապատիւ			cf. Տիրամեծար.										
Տիրապատուաստ		adj.	woven or made by the Lord.										
Տիրապատուեմ	եցի	va.	to honour, to pay homage as to God, truly to revere.										
Տիրապատուէր		adj.	ordained by God.										
Տիրապարգեւ			cf. Տիրաձիր.										
Տիրապետ		s.	despot.										
Տիրապետական	ի, աց	adj.	despotic.										
Տիրապետեմ	եցի	va.	to domineer, to rule, to lord over.										
Տիրապետող		s.	ruler.										
Տիրապետութիւն	ութեան	s.	domination; despotism, absolute authority.										
Տիրապետութեամբ		adv.	despotically.										
Տիրապէս		adv.	lordly, imperiously, authoritatively, sovereignly, absolutely; in effect, properly, truly, verily;	adj.	proper, own, real, true, genuine, veritable; — ազատ, really free; — հաւատք, true faith; — բարի, real good; — խօսելով, properly speaking; եթէ — կամիս գիտել, if you will to know thoroughly.								
Տիրասէր		adj.	fond of, attached, devoted to one's master.										
Տիրասիրութիւն	ութեան	s.	love, attachment, devotion to one's master, zeal, warmth, affection.										
Տիրասուն		adj.	well-educated, well-brought up.										
Տիրասպան	ից, աց	adj.	slaying one's master.										
Տիրասպանու		adj.	cf. Տիրասպան.										
Տիրավաճառ	աց	adj.	selling one's master.										
Տիրատեաց		adj.	hating one's master.										
Տիրատիպ		adj.	Lord-like, divine.										
Տիրարար	ի	adj.	rendering master or lord, giving possession or power over.										
Տիրացու	ի	s.	lecturer; clerk; chorister.										
Տիրացուցանեմ	ուցի	va.	to render or make master, to cause to rule or govern; to authorize, to empower; to effectuate, to fulfil.										
Տիրաւանդ		adj.	transmitted or handed down b y the Lord.										
Տիրաւորագոյն		adj.	first, chief, highest, great est.										
Տիրափառական	ի, աց	adj.	befitting our Lord's glory.										
Տիրաքարոզ		adj.	according to our Lord's will.										
Տիրեմ	եցի	va.	to bear sway, to reign over, to rule; to become master, to seize, to conquer, to occupy, to hold, to possess, to subject; to predominate;	vn.	to become subject, to pass under the rule or dominion of; տիրելդ ամենեցուն, your power over all; կամ տիրելո՞վ տիրեցես մեզ, or shall we be subject to your rule?<br /> տիրեսցեն երկրին, they shall possess the earth; տիրեցին նոցա առիւծքն, they were caught by lions; յորժամ ի նիւթ ինչ տիրէ հուր, when any thing is set on fire; ոչ տիրէին նմա տանջանքն, torture had no power over him; դու տիրես զօրութեանց ծովու, thou rulest the proud waves; արքայութիւն նորա ամենեցուն տիրէ, (his kingdom embraces all), all shall be subject to his kingdom.								
Տիրեցուցանեմ	ուցի	va.	cf. Տիրացուցանեմ.										
Տիրող		adj.	ruling; prevailing, predominant;	s.	ruler, master.								
Տիրողաբար		adv.	cf. Տիրապէս.										
Տիրողութիւն	ութեան	s.	cf. Տիրութիւն.										
Տիրութիւն	ութեան	s.	domination, authority, power.										
